date,Temp,ws,SolarRad,Rainfall,Humidity,PM10,PM2.5,wd
01-01-13,17,0,89.24,0,69,353.92,239.56,CLM
01-02-13,18.4,2,107.57,0,68,377.76,255.73,E  
01-03-13,18.9,0,79.21,0,74,358.93,246.32,CLM
01-04-13,19.9,2,72.29,0,70,363.61,254.28,WNW
01-05-13,18.7,2,102.34,0,60,260.23,182.96,N  
01-06-13,18.2,2,107.14,0,53,302.63,213.63,W  
01-07-13,17.1,2,62.77,0,59,318.23,234.27,NW 
01-08-13,12.5,2.3,139.88,0,71,313.89,255.15,NW 
01-09-13,10.4,2,95.55,0,81,320.12,253.82,NW 
01-10-13,12.3,2,40.95,0,80,417.83,315.62,NW 
01-11-13,12.5,0,94.64,0,79,345.6,263.22,CLM
01-12-13,15.8,2,106.23,0,66,289.25,214.06,NW 
01-13-13,16.8,2,107.82,0,73,365.09,264.36,NNW
01-14-13,17.7,0,108.85,0,68,339,234.98,CLM
01-15-13,18.5,2,99.62,0,63,347.8,226.9,W  
01-16-13,18.6,0,96.12,0,68,395.49,261.86,CLM
01-17-13,19.4,0,91.06,0,67,428.73,274.27,CLM
01-18-13,20,2,116.66,0,67,290.14,223.7,N  
01-19-13,21.6,0,109.09,0,62,320.6,213.69,CLM
01-20-13,21.5,2,100.16,0,64,241.47,167.51,NW 
01-21-13,19.6,2,137.94,0,58,215.36,137.79,NW 
01-22-13,19.4,2,82,0,58,201.67,137.51,WNW
01-23-13,19,2.3,93.59,0,59,202.14,141,NW 
01-24-13,18.5,2.7,87.77,0,60,191.06,136.87,W  
01-25-13,15.7,2.6,95.82,0,66,226.51,168.43,W  
01-26-13,16.1,2.4,78.43,0,59,209.62,158.67,W  
01-27-13,17,2,115.56,0,66,258.21,197.06,W  
01-28-13,18.2,2,84.33,0,64,261.95,196.13,WNW
01-29-13,17.9,2,117.63,0,65,261.46,187.65,W  
01-30-13,19.6,2,115.71,0,51,300.33,215.38,NW 
01-31-13,20,0,89.72,0,60,287.98,200.93,CLM
02-01-13,19.6,0,53.2,0,69,380.15,262.2,CLM
02-02-13,21.4,2,95.93,0,59,313.24,211.89,WNW
02-03-13,22.3,2,125.15,0,49,243.83,156.7,W  
02-04-13,22.3,2,114.32,0,55,249.45,149.17,W  
02-05-13,23.2,2,118.82,0,58,263.57,159.96,NW 
02-06-13,23.8,3,138.5,0,53,177.74,108.17,NW 
02-07-13,24.2,2,109.86,0,55,202.87,115.05,NW 
02-08-13,22,2.4,114.52,0,62,138.21,79.51,W  
02-09-13,20.7,2,155.06,0,54,157.4,93.52,W  
02-10-13,21.5,3,154.91,0,49,176.12,106.63,NW 
02-11-13,22.5,2,139.19,0,51,196.12,122.49,NW 
02-12-13,23.3,2,124.33,0,52,193.23,118.81,NW 
02-13-13,23.4,2,117.71,0,51,205.8,124.76,W  
02-14-13,22.4,3,138.39,0,54,259.97,157.61,NW 
02-15-13,23.8,2,144.24,0,43,327.01,200.71,W  
02-16-13,23.5,2,86.81,0,56,249.79,138.73,N  
02-17-13,19.1,3,58.98,0,82,179.65,101.11,NW 
02-18-13,17.9,2,,8,83,,,W  
02-19-13,20.4,2.5,,0,63,,,N  
02-20-13,22.3,2,,0,55,,,W  
02-21-13,23.1,2.8,,0,55,,,WNW
02-22-13,24.5,2.5,,0,51,,,W  
02-23-13,24.8,2,,0,56,,,W  
02-24-13,25.9,2,155.76,0,51,124.47,67.26,NW 
02-25-13,25.8,2,164.28,0,49,148.05,77.16,W  
02-26-13,25.5,2.3,172.11,0,46,122.66,63.33,NW 
02-27-13,25.6,3,169.02,0,52,151.95,86.56,NW 
02-28-13,25.2,2,170.19,0,52,185.44,108.05,NW 
03-01-13,24,3,179.49,0,43,179.57,97.21,W  
03-02-13,24.4,2.3,177.14,0,44,182.55,101.77,W  
03-03-13,24.8,2,167.23,0,56,171.05,71.42,W  
03-04-13,25.5,2,162.54,0,51,214.93,,NNW
03-05-13,25.1,2,170.38,0,50,200.83,,W  
03-06-13,26.1,2,162.56,0,51,294.15,105.21,N  
03-07-13,26.5,4,159.73,0,45,291.54,161.09,W  
03-08-13,26.2,2.3,179.86,0,45,243.62,135.64,W  
03-09-13,26.2,3,153.81,0,47,267.05,153,NW 
03-10-13,27,2.7,143.85,0,43,264.96,148.89,SW 
03-11-13,26.5,2,146.54,0,68,118.25,69.73,S  
03-12-13,27.5,2,142.49,0,70,85.88,46.56,S  
03-13-13,26.8,2,144.23,0,74,109.61,60.85,S  
03-14-13,28.3,2,162.25,8,66,158.96,90.88,W  
03-15-13,29.5,2.5,156.87,0,58,152.16,90.41,SW 
03-16-13,28.5,2,158.69,0,53,168.68,96.06,W  
03-17-13,26,3,129.8,0,55,240.5,118.07,W  
03-18-13,26.4,2.5,197.84,0,44,122.76,64.69,SW 
03-19-13,27.9,2,190.27,0,50,103.7,57.25,S  
03-20-13,28.4,2.5,177.98,0,54,139.81,74.34,SW 
03-21-13,28.5,3,175.08,0,57,135.75,76.51,W  
03-22-13,27.9,2,150.17,0,51,203.97,105.52,S  
03-23-13,28.1,2,159.85,17,72,124.98,76.29,S  
03-24-13,29.2,2,158.74,1,69,115.64,70.91,S  
03-25-13,29.7,2,170.66,0,63,115.06,66.41,W  
03-26-13,30.2,2,191.05,0,56,107.59,53.94,SW 
03-27-13,29.7,2,192.23,0,55,108.5,55.49,S  
03-28-13,29.8,2.5,175.36,0,57,115.38,64.79,SW 
03-29-13,28.4,3.8,138.51,0,48,156.74,90.87,W  
03-30-13,28.8,2.3,151.22,0,54,124.76,77.63,SW 
03-31-13,29.2,2,136.73,0,69,118.15,72.21,S  
04-01-13,27.4,2,129.71,2,62,94.14,53.6,S  
04-02-13,29.2,2,186.83,0,71,92.51,55.16,S  
04-03-13,30,2.2,190.68,0,64,102.32,57.29,S  
04-04-13,31.1,2.5,188.82,0,50,100.8,48.5,SW 
04-05-13,30.2,3.3,216.88,0,35,126.72,51.35,W  
04-06-13,29.2,3.5,218.96,0,35,128.88,53.49,W  
04-07-13,29.7,2.8,204.21,0,64,110.22,55.91,S  
04-08-13,30.6,3.4,202.63,0,65,104.24,45.44,S  
04-09-13,30.9,2.8,208.36,0,65,90.43,40.03,S  
04-10-13,30.3,3,208.19,0,69,77.71,35.16,S  
04-11-13,30.7,3,184.47,0,69,84.36,36.97,S  
04-12-13,31.2,2.3,200.81,0,68,84.08,39.13,S  
04-13-13,31.1,3.7,196.04,0,64,72.94,31.52,S  
04-14-13,29.7,4,123,0,58,103.22,39.24,W  
04-15-13,28.6,2.5,192.95,0,54,101.64,41.41,S  
04-16-13,25.6,3.3,149.57,0,69,92.15,50.69,NE 
04-17-13,25.6,2.5,157.53,3,73,87.05,45.71,SE 
04-18-13,26.7,2,177.18,4,64,97.46,55.69,SE 
04-19-13,27.5,2.5,152.39,0,68,124.17,68.21,S  
04-20-13,27.6,2.5,211.97,9,61,62.23,33.91,NE 
04-21-13,27.5,3,148.27,0,66,125.36,74.49,W  
04-22-13,24.8,2,81.41,0,73,89.36,52.18,SE 
04-23-13,26.9,2,162.09,1,68,123.09,74.26,W  
04-24-13,29,2.5,211.91,0,61,140.57,87.79,W  
04-25-13,30.1,4,200.57,0,61,183.19,110.84,NNW
04-26-13,31.5,2,209.28,0,61,110.78,61.61,S  
04-27-13,28.4,3,121.37,0,73,81.15,38.3,SE 
04-28-13,28.4,2.7,146.82,13,74,74.76,37.6,S  
04-29-13,30.4,2.4,130.17,0,76,77.91,35.5,S  
04-30-13,30.6,2.8,157.32,0,75,77.57,34.9,SE 
05-01-13,31.3,4.4,186.31,0,72,69.57,29.78,S  
05-02-13,31.3,3.2,192.67,0,71,62.34,23.87,S  
05-03-13,31.7,3.6,216.71,0,64,61.96,21.79,S  
05-04-13,27.9,4,151.33,0,71,48.35,18.22,SE 
05-05-13,25.2,2.8,191.78,4,75,44.08,22.23,E  
05-06-13,23.6,3.4,57.76,2,86,48.71,25.64,E  
05-07-13,26.5,3,126.94,17,84,53.74,28.3,E  
05-08-13,27.4,2,140.97,18,81,44.29,20.03,S  
05-09-13,27.8,4,129.79,40,82,56.61,30.7,E  
05-10-13,30.4,2.8,167.49,0,78,46.41,17.73,S  
05-11-13,29.7,3.8,186.17,0,74,54.08,,SE 
05-12-13,26.8,2,152.95,7,79,,,S  
05-13-13,28.7,2.3,177.83,3,73,,,S  
05-14-13,27.8,3.5,150.88,19,76,,,S  
05-15-13,28.5,2,136.58,0,75,,,E  
05-16-13,23.4,2.5,33.87,3,91,35.13,19.94,NE 
05-17-13,28.8,3.3,178.92,75,78,76.74,39.75,S  
05-18-13,28.8,3,114.63,0,81,91.44,43.87,S  
05-19-13,30.6,3.7,196.97,3,74,84.31,38.07,SE 
05-20-13,27.5,2,95.6,0,86,74.13,40.89,SE 
05-21-13,26.7,2.3,91,30,85,64.37,,SE 
05-22-13,26.4,2,79.16,4,87,61.55,30,SE 
05-23-13,25.6,2,31.79,1,91,58.8,39,NNW
05-24-13,25.8,2.7,68.47,109,89,49.62,26.21,E  
05-25-13,28.4,2,147.01,22,80,71.89,36.51,E  
05-26-13,30,2,187.12,0,76,65.11,35,SE 
05-27-13,30,2,155.47,0,73,75.68,,E  
05-28-13,29,2,154.84,0,74,48.6,,E  
05-29-13,28.4,4.6,125.69,1,78,40.78,18.74,E  
05-30-13,26.9,6.3,87.01,1,82,42.87,17.2,E  
05-31-13,25.6,3,99.07,19,82,55.09,28.28,E  
06-01-13,30.3,2,205.71,12,78,80.74,33.33,E  
06-02-13,31,3.5,218.06,0,73,72.55,28.67,SW 
06-03-13,32.2,3.5,206.46,0,71,91.8,39.15,S  
06-04-13,32.1,2,196.85,0,72,64.51,27.09,S  
06-05-13,31.5,3.5,148.38,0,74,60.91,27.29,W  
06-06-13,29.2,2,97.25,1,82,59.73,22.45,SW 
06-07-13,26.4,0,40.98,37,93,34.37,15.52,CLM
06-08-13,30,2.2,187.21,20,77,56.57,23.9,S  
06-09-13,29.7,2,124.64,0,79,53.52,21.43,S  
06-10-13,31.2,2,134.52,0,72,62.77,27.26,E  
06-11-13,32.1,2,204.86,0,68,59.89,26.62,E  
06-12-13,31.2,2.7,187.67,0,65,53.72,17.75,E  
06-13-13,30.9,2,210.51,0,67,54.37,15.38,E  
06-14-13,29.2,2,111.11,0,77,58.84,20.11,E  
06-15-13,30.5,2.3,162.05,1,74,103.24,47.03,S  
06-16-13,31.9,2,234.68,0,67,77.19,28.96,S  
06-17-13,32,2.3,216.03,0,66,93.55,35.43,S  
06-18-13,32.2,2,204.04,0,67,95.49,34.21,SE 
06-19-13,29.6,2.3,153.03,0,81,79.19,28.46,N  
06-20-13,29.7,2,118.74,9,81,74.63,36.45,E  
06-21-13,30.9,2,160.77,34,74,69.35,34.02,E  
06-22-13,30.9,2,193.44,11,73,51.14,22.99,SE 
06-23-13,30.9,2.5,177.12,0,73,54.98,17.1,SE 
06-24-13,30.3,4.5,159.71,1,72,55.5,18.5,E  
06-25-13,27.9,5.3,91.01,1,87,38.69,16.61,SE 
06-26-13,28.8,2,121.35,32,84,40.33,12.38,S  
06-27-13,29.4,3,119.08,10,83,44.55,14.64,SE 
06-28-13,27.4,2,52.94,14,91,48.28,19.52,S  
06-29-13,26.9,3,54.98,85,94,47.45,28.28,S  
06-30-13,27.5,2,69.36,57,88,49.17,28.18,SE 
07-01-13,29.4,2,143.95,5,79,68.28,29.09,SE 
07-02-13,29.8,2,164.52,0,76,64.37,22.52,SE 
07-03-13,29.6,2,143.87,0,78,52.69,20.5,SE 
07-04-13,28.3,2.3,77.58,0,85,50.08,19.21,SE 
07-05-13,30.4,2.7,196.22,28,75,40.5,13.5,S  
07-06-13,30,2.5,164.5,0,76,38.18,12.46,S  
07-07-13,29.5,2.2,152.1,0,78,47.69,16.74,S  
07-08-13,30.6,2.2,229.92,0,73,39.64,10.52,S  
07-09-13,30.3,2.3,218.23,0,75,41.45,10.96,S  
07-10-13,30.4,2,185.77,0,74,41.95,10.38,SE 
07-11-13,29.7,3.2,150,1,74,50.72,13.16,SE 
07-12-13,29.2,2.3,121.51,0,80,50.04,17.13,SE 
07-13-13,28.6,3.7,132.2,5,79,41.23,14.14,SE 
07-14-13,28.7,2,116.13,6,81,54.18,18.42,SE 
07-15-13,30.5,2.8,180.75,3,71,61.03,23.49,SE 
07-16-13,30,2.5,140.11,0,75,52.61,18.05,E  
07-17-13,29.4,3.5,172.12,1,76,56.23,21.47,SE 
07-18-13,29.8,3.2,156.7,1,74,52.09,14.76,SE 
07-19-13,28.9,2.6,150.84,2,81,58.37,18.42,SE 
07-20-13,28.7,2,145.74,41,83,49.9,18.36,SE 
07-21-13,30.1,2,159.51,11,73,,18.49,SE 
07-22-13,31.1,2.7,246.56,2,69,56,16.73,E  
07-23-13,30.9,2.2,97.62,0,69,45.96,12.17,E  
07-24-13,30.6,2,176.09,1,70,48.72,13.99,SE 
07-25-13,29.4,2.8,142.06,0,76,39.18,13.6,E  
07-26-13,27.7,4.5,108.35,5,87,32.07,16.56,SE 
07-27-13,26.9,2,57.23,29,90,32.08,15.32,S  
07-28-13,26.1,2,48.13,122,92,40.1,23.46,E  
07-29-13,27.9,2.3,118.46,35,82,45.6,20.35,E  
07-30-13,29.1,2.8,196.94,3,76,53.35,23.74,E  
07-31-13,28.3,2.5,,1,79,,,SE 
08-01-13,29.1,3.3,,4,78,,,SE 
08-02-13,30.2,2.8,,6,74,,,SSE
08-03-13,30.2,2,,0,79,,,S  
08-04-13,29.2,2,,17,80,,,SE 
08-05-13,29.2,2.7,,0,74,,,SE 
08-06-13,26.9,2,,3,87,,,S  
08-07-13,27.5,2.5,,20,88,,,S  
08-08-13,28.3,2.5,,39,80,,,S  
08-09-13,29.7,3,,1,75,,,S  
08-10-13,27.6,1.7,,1,87,,,S  
08-11-13,27.7,2,,18,85,,,E  
08-12-13,28.1,2,,4,85,,,S  
08-13-13,29.4,2,,4,78,,,E  
08-14-13,28.2,2.7,,1,84,,,S  
08-15-13,27.6,2,,0,88,,,S  
08-16-13,27.6,2.3,,30,87,,,SE 
08-17-13,28.6,2.3,,8,80,,,E  
08-18-13,28.4,3,,1,78,,,E  
08-19-13,28.4,3.5,,0,76,,,E  
08-20-13,27.1,5,,0,85,,,SE 
08-21-13,27.9,2.3,,1,84,,,SE 
08-22-13,29,2.3,,11,79,,,SE 
08-23-13,30.2,2.7,,7,75,,,E  
08-24-13,30.1,2,,0,75,,,S  
08-25-13,31.3,2,,0,72,,,S  
08-26-13,28.7,2.5,,0,83,,,S  
08-27-13,28,2,,17,84,,,SE 
08-28-13,28.6,2.3,,5,81,,,SE 
08-29-13,28.7,3,,4,82,,,S  
08-30-13,29.3,2.2,,9,80,,,S  
08-31-13,29,2.3,,1,85,,,S  
09-01-13,29,2,,0,87,,,S  
09-02-13,29.1,2.3,,2,79,,,S  
09-03-13,29,2,,1,80,,,S  
09-04-13,29.1,2,,5,81,,,S  
09-05-13,28.8,2.5,,11,84,,,S  
09-06-13,29.3,2,,4,82,,,S  
09-07-13,29.3,2.3,,5,78,,,S  
09-08-13,25.8,2,,0,94,,,E  
09-09-13,27.8,2,,0,84,,,S  
09-10-13,27.8,2,,0,83,,,S  
09-11-13,28.8,0,,0,83,,,CLM
09-12-13,29.2,0,,3,83,,,CLM
09-13-13,31.4,2,,26,73,,,NE 
09-14-13,27.7,2,,12,85,,,E  
09-15-13,29.6,2,,0,76,,,SSW
09-16-13,29.1,0,,0,80,,,CLM
09-17-13,29.5,2,,0,80,,,SE 
09-18-13,29.5,2,,12,78,,,E  
09-19-13,29.8,3,,0,71,,,E  
09-20-13,30.3,2.5,,2,72,,,E  
09-21-13,29.8,2,,0,78,,,S  
09-22-13,29.2,2,,4,85,,,S  
09-23-13,30.6,0,,0,77,,,CLM
09-24-13,30.2,2,,0,81,,,N  
09-25-13,27.4,0,,27,90,,,CLM
09-26-13,28.3,2,,1,84,,,S  
09-27-13,28.7,4,,20,81,,,S  
09-28-13,28.4,0,,0,84,,,CLM
09-29-13,26.8,2,,1,86,,,S  
09-30-13,26.6,2.3,,2,84,,,E  
10-01-13,28.5,2,,5,79,,,E  
10-02-13,30,2.5,,0,72,,,ESE
10-03-13,28.1,2,,0,79,,,S  
10-04-13,25.9,2,,4,90,,,S  
10-05-13,26.6,2,,30,90,,,S  
10-06-13,26.3,2,,13,88,,,E  
10-07-13,26.9,0,,3,88,,,CLM
10-08-13,27.9,2,,1,76,,,NE 
10-09-13,28.3,2,,0,75,,,SE 
10-10-13,29.2,2,,0,70,,,N  
10-11-13,29.4,2,,0,69,,,E  
10-12-13,28.9,2,,0,77,,,SE 
10-13-13,29,3.2,,4,72,,,SE 
10-14-13,29.3,2.7,,1,71,,,S  
10-15-13,28,3,,0,80,,,SE 
10-16-13,27.6,2,,6,82,,,SE 
10-17-13,28.7,0,,1,80,,,CLM
10-18-13,29.4,0,,0,73,,,CLM
10-19-13,29.6,2,,0,72,,,W  
10-20-13,27.4,2,,0,78,,,SW 
10-21-13,25.4,4,,3,88,,,S  
10-22-13,24.9,0,,35,90,,,CLM
10-23-13,25.4,0,,13,86,,,CLM
10-24-13,27.4,0,,0,79,,,CLM
10-25-13,24.4,2,,0,91,,,NE 
10-26-13,23.4,2.3,,11,88,,,NE 
10-27-13,24.9,2,,1,81,,,N  
10-28-13,26,2,,0,76,,,SW 
10-29-13,26.8,2,,0,73,,,W  
10-30-13,25.5,2,,0,67,,,W  
10-31-13,25.4,2,,0,67,,,N  
11-01-13,25,2,,0,69,,,W  
11-02-13,25.4,2,,0,70,,,W  
11-03-13,26.1,0,,0,72,,,CLM
11-04-13,24.4,0,,0,81,,,CLM
11-05-13,24.4,2,,0,73,,,WNW
11-06-13,24,2,,0,74,,,E  
11-07-13,24.5,2,,0,69,,,NE 
11-08-13,24.5,2,,0,69,,,NE 
11-09-13,24.7,0,,0,68,,,CLM
11-10-13,25.4,2,,0,66,,,WSW
11-11-13,25.2,2,,0,58,,,N  
11-12-13,24.2,2.5,,0,52,,,NW 
11-13-13,23.9,2,,0,57,,,NW 
11-14-13,23.5,2,,0,64,,,NW 
11-15-13,23.9,0,,0,61,,,CLM
11-16-13,25,2,,0,56,,,NE 
11-17-13,22.9,2,11.05,0,69,155.48,124.36,N  
11-18-13,24.5,2,157.11,0,60,133.84,,W  
11-19-13,23.2,2,155.9,0,60,131.42,,NNW
11-20-13,22.1,2,142.33,0,66,155.49,,W  
11-21-13,21.8,2,153.67,0,71,169.24,,NNE
11-22-13,22.7,2,152.6,0,67,161.7,,NE 
11-23-13,22.7,2.5,146.99,0,63,150.01,,N  
11-24-13,22,2,123.31,0,65,224.01,,NW 
11-25-13,22.3,2,130.26,0,70,146.11,445,NNW
11-26-13,22.7,0,121.04,0,72,153.34,,CLM
11-27-13,22.4,2,134.29,0,75,127.14,,E  
11-28-13,23.2,2,138.93,0,69,131.66,,E  
11-29-13,23.6,2,126.51,0,67,177.06,,NW 
11-30-13,23.4,2,118.77,0,71,169.72,,N  
12-01-13,23.7,2.3,122.69,0,66,197.3,23.28,N  
12-02-13,23.5,2,121.61,0,65,170.21,,NNW
12-03-13,22.4,2,132.2,0,75,164.49,,NE 
12-04-13,23.4,2,132.3,0,69,136.79,,N  
12-05-13,23.1,0,109.2,0,68,153.61,,CLM
12-06-13,22.4,0,125.89,0,70,175.26,,CLM
12-07-13,22.5,2,110.84,0,72,159.78,,ENE
12-08-13,22.6,2,119.41,0,68,147.84,,W  
12-09-13,22.3,3,95.75,0,77,163,,N  
12-10-13,22.4,2,130.28,0,71,110.12,,NE 
12-11-13,22,2,123.11,0,64,158.32,,W  
12-12-13,20.1,0,103.79,0,67,255.98,,CLM
12-13-13,20,2,104,0,67,292.05,,W  
12-14-13,19.4,2,100.43,0,70,329.21,,NNW
12-15-13,19.1,2,127.17,0,75,245.54,,W  
12-16-13,19.5,2,126.42,0,68,213.28,,N  
12-17-13,19,0,129.87,0,67,192.57,,CLM
12-18-13,19.3,2,91.94,0,69,247.74,,E  
12-19-13,18.8,0,69.53,0,79,318.69,,CLM
12-20-13,19.7,2,62.38,0,80,347.11,,SE 
12-21-13,20,0,85.27,0,85,250.94,,CLM
12-22-13,20,0,95.95,0,80,223.26,,CLM
12-23-13,21,2,102,0,75,239.81,126.68,W  
12-24-13,20.8,2.8,122.75,0,68,247.16,,W  
12-25-13,17.4,3,112.12,0,75,260.01,,W  
12-26-13,17.5,2.3,93.16,0,73,274.46,,W  
12-27-13,16,2,89.15,0,85,318.26,,W  
12-28-13,16.6,0,84.51,0,84,315.09,,CLM
12-29-13,16.8,2,109.25,0,82,289.41,,WNW
12-30-13,17.3,2,126.13,0,72,258.14,,W  
12-31-13,16.4,2,128.73,0,73,279.74,,NE 
01-01-14,19.2,2,7.04,0,63,315.67,222.31,W  
01-02-14,19.3,2,125.8,0,71,226.34,209.55,W  
01-03-14,18.2,2,106.85,0,66,242.54,202.26,NW 
01-04-14,16.9,2,120.45,0,71,229.36,169.56,NW 
01-05-14,17,2,115.93,0,76,252.67,127.45,N  
01-06-14,17.1,0,103.12,0,84,293.75,153.3,CLM
01-07-14,17,2,32.69,0,77,359.6,191.56,NW 
01-08-14,16.6,2,89.63,0,60,309.66,215.18,NW 
01-09-14,14.4,2,133.19,0,87,277.35,222.65,W  
01-10-14,15.7,2,89.88,0,83,302.8,315.62,NW 
01-11-14,20,2,107.74,0,63,370.25,234.67,NW 
01-12-14,19.5,2,123.26,0,64,227.97,187.28,NNW
01-13-14,20,2.5,103.36,0,67,208.51,216.66,W  
01-14-14,17.2,2,123.75,0,83,223.99,204.92,WNW
01-15-14,15.8,2,99.75,0,88,218.76,201.48,W  
01-16-14,16.7,2.7,31.47,0,78,189.37,229.7,WNW
01-17-14,17.2,2.3,83.29,0,84,195.1,207.04,W  
01-18-14,20.1,3,104.02,0,69,249.99,179.82,SSE
01-19-14,20.3,4,134.96,0,72,207.79,185.95,SW 
01-20-14,18.6,2,122.99,0,79,235.3,160.52,NW 
01-21-14,16.7,2.5,123.24,0,85,186.04,155.38,NW 
01-22-14,19.2,2,104.42,0,80,173.82,144.36,W  
01-23-14,21.4,2,118.07,0,66,323.38,144.53,WNW
01-24-14,21,3,136.12,0,67,253.82,201.79,W  
01-25-14,21.2,2,122.88,0,61,241.63,180.76,NW 
01-26-14,19.7,2.5,138.14,0,62,177.08,110.43,W  
01-27-14,17.5,2,151.79,0,70,194.39,124.68,W  
01-28-14,17.1,2.5,138.35,0,71,220.49,149.99,NW 
01-29-14,19.3,2,116.46,0,67,234.24,153.69,NW 
01-30-14,20,2.5,147.03,0,61,243.17,148.52,W  
01-31-14,18,3,136.94,0,81,307.93,169.32,NNW
02-01-14,18.4,2.5,114.34,0,78,254.63,161.03,NNW
02-02-14,19.3,2.8,156.15,0,66,229.55,140.74,W  
02-03-14,17.6,2.5,155.89,0,67,208.33,131.21,W  
02-04-14,16.2,3,127.69,0,77,267.57,172.92,W  
02-05-14,19.6,2,122.61,0,74,327.98,194.1,WSW
02-06-14,21.1,2,135.37,0,67,316.87,184.36,W  
02-07-14,21.9,3,146.12,0,59,321.09,156.06,W  
02-08-14,23.6,2,133.42,0,67,211.82,115.38,W  
02-09-14,23.1,2,130.97,0,65,196.54,86.29,W  
02-10-14,22,2,136.54,0,51,255.02,99.78,NW 
02-11-14,22.4,2.3,120.09,0,51,247.35,107.53,NW 
02-12-14,21.5,2,158.56,0,44,198.28,93.82,N  
02-13-14,20.7,2.8,149.63,0,48,202.57,90.06,N  
02-14-14,21.6,2,134.17,0,45,216.98,103.36,NNW
02-15-14,19.6,2.8,99.73,0,71,164.62,79.01,N  
02-16-14,18.8,2.3,45.55,1,87,105.08,69.46,E  
02-17-14,17.9,2,84.35,8,79,106.54,54.6,W  
02-18-14,18.8,2.7,162.33,3,59,193.91,105.99,W  
02-19-14,21.2,2,174.11,0,56,189.07,110.11,W  
02-20-14,21,2,171.24,0,58,195.77,132.75,W  
02-21-14,20.9,2.7,162.66,0,58,305.12,169.01,W  
02-22-14,21.9,2,140.2,0,59,319.09,206.5,NW 
02-23-14,23.1,2.7,141.9,0,58,346.71,240.35,W  
02-24-14,23.4,2,149.96,0,64,186.43,74.32,W  
02-25-14,24.3,2.5,162.46,0,52,203.46,100.23,N  
02-26-14,22.7,2,149.22,0,58,223.15,114.07,NW 
02-27-14,23.4,2.5,137.99,0,56,251.9,142.33,NW 
02-28-14,22.3,5,144.86,0,65,165.88,74.4,W  
03-01-14,23.4,2,152.17,0,57,149.73,72.48,NNW
03-02-14,23.4,2.8,6.77,0,59,130.64,62.64,NW 
03-03-14,24,2,167.03,0,55,166.33,77.72,NW 
03-04-14,23.9,3,133.37,0,46,178.38,62.58,NNW
03-05-14,23.2,2.7,170.93,0,52,178.22,85.36,W  
03-06-14,23.7,2,161.36,0,52,210.14,101.15,WSW
03-07-14,23.3,4.7,168,0,48,216.2,102.94,NW 
03-08-14,22.8,2,169.24,0,47,209.83,88.33,NW 
03-09-14,23.7,2,163.74,0,44,237.87,115.08,WNW
03-10-14,24.5,2.8,150.16,0,45,225.33,106.71,W  
03-11-14,24.6,2,169.54,0,45,214.75,107.15,N  
03-12-14,26.1,2,147.09,0,47,412.79,208.68,NW 
03-13-14,27.1,2,132.84,0,52,258.98,153.14,NW 
03-14-14,26.8,2,161.74,0,45,208.14,96.48,N  
03-15-14,25.9,3,183.4,0,40,180.62,87.92,W  
03-16-14,25.8,2.3,176.59,0,42,190.35,94.97,NW 
03-17-14,26.5,2,160.72,0,44,347.77,178.28,W  
03-18-14,27.9,2,144.33,0,60,312.77,168.83,SW 
03-19-14,28.3,2.5,157.32,0,64,147.85,76.8,S  
03-20-14,27.4,2,160.31,0,52,166.21,68.33,W  
03-21-14,27.1,2,135.82,0,50,231.26,76.51,NE 
03-22-14,27.2,2,154.33,0,57,199.32,105.52,S  
03-23-14,26,2,181.1,10,58,108.4,82.35,S  
03-24-14,26.5,2.5,165.85,0,65,129.02,66.72,S  
03-25-14,27.1,2,160.94,0,66,138.79,67.07,NW 
03-26-14,28.5,2,151.5,0,67,129.1,66.95,S  
03-27-14,30.2,2,184.65,0,65,117.14,54.51,S  
03-28-14,30.5,3,196.13,0,56,141,62.39,W  
03-29-14,31.5,2,205.2,0,42,168.73,74.16,WSW
03-30-14,31.5,2.7,197.9,0,47,166.5,68.08,WSW
03-31-14,31.6,2,189.99,0,51,169.09,73.1,W  
04-01-14,30.7,2,166.17,0,58,136.98,62.04,S  
04-02-14,30.9,2,181.64,0,54,158.47,73.89,S  
04-03-14,29.7,2,178.76,0,59,179.48,70.18,WNW
04-04-14,25,2,164.76,54,69,90.56,52.65,NW 
04-05-14,27.7,2,135.26,6,65,175.76,98.09,SE 
04-06-14,27.9,2,172.85,0,70,148.67,77.31,W  
04-07-14,29.5,2.3,162.17,1,68,140.11,63.94,SE 
04-08-14,29.9,2.7,154.72,0,71,96.79,37.6,S  
04-09-14,30.5,3.3,164.84,0,68,95.25,39.49,SE 
04-10-14,29.6,2,194.81,0,60,114.38,46.9,S  
04-11-14,30.2,2,205.43,0,52,158.6,72.5,W  
04-12-14,30.8,2,199.65,0,50,131.52,59.52,W  
04-13-14,30.1,2,201.77,0,42,126.34,52.58,SW 
04-14-14,29.7,3,185.44,0,50,253.79,99.58,NNW
04-15-14,29.8,2,158.09,0,51,228.56,110.6,NW 
04-16-14,31.6,2,173.4,0,49,218.64,112.47,SW 
04-17-14,31.3,2,196.67,0,63,104.05,48.91,S  
04-18-14,32.2,2,197.97,0,58,156.32,63.03,S  
04-19-14,31.8,2,177.63,0,58,177.83,75.49,W  
04-20-14,32.6,2,194.66,0,51,222.34,98.18,W  
04-21-14,32,2,216.48,0,40,251.09,108.05,NW 
04-22-14,32.4,2,213.04,0,37,250.95,105.8,W  
