date,Temp,ws,SolarRad,Rainfall,Humidity,PM10,PM2.5,wd
07-07-15,29.8,2,112.81,0,78,59.99,27.78,E  
07-08-15,28.4,2.5,110.82,29,83,24.42,13.06,E  
07-09-15,26.6,2.5,34.78,36,90,22.56,14.22,E  
07-10-15,27.1,3,47.34,40,90,47.19,27.4,SE 
07-11-15,30.3,2,147.88,38,77,70.16,33.5,S  
07-12-15,30.2,3,141.02,0,76,56.33,25.65,SW 
07-13-15,31.5,2,150.32,0,75,63.76,29.39,S  
07-14-15,31.1,2.5,132.7,0,77,68.56,33.66,SE 
07-15-15,27.2,0,13.2,13,90,56.64,24.28,CLM
07-16-15,28.2,0,105.08,63,84,39.65,17.05,CLM
07-17-15,27.3,2,97.87,14,87,48.11,15.82,E  
07-18-15,26.8,0,148.4,50,90,43.86,18.9,CLM
07-19-15,26.1,2,103.09,90,92,46.01,23.13,SE 
07-20-15,26.7,2,93.61,33,91,41.67,16.3,E  
07-21-15,28,2,180.47,44,88,26.31,21.18,E  
07-22-15,27.6,2,126.62,4,85,38.05,19.92,E  
07-23-15,29,2.5,183.47,2,79,25.11,13.59,S  
07-24-15,27.3,2,57.76,12,91,28.1,17.61,E  
07-25-15,26.9,2,136.26,72,87,20,10.72,E  
07-26-15,27,3,136.85,1,76,16.84,5,E  
07-27-15,26,3.5,50.48,27,86,19.94,8.51,E  
07-28-15,28,2.7,153.28,19,79,17.07,10.31,E  
07-29-15,31,2.8,165.94,13,67,38.01,16.21,NNE
07-30-15,30,4,143.21,0,66,27.71,8.64,NNE
07-31-15,25.2,4.5,34.85,13,93,17.84,12.89,NNE
08-01-15,26.6,2.6,125.37,74,88,21.51,14.18,E  
08-02-15,27.8,2.6,80,46,84,46.4,27.51,E  
08-03-15,29,2,129.61,21,79,55.82,26.66,E  
08-04-15,29.8,3,149.14,10,77,60.66,25.75,S  
08-05-15,30.5,2,172.02,0,73,54.99,21.86,S  
08-06-15,30.4,0,110.03,0,75,64.78,22.23,CLM
08-07-15,29.4,0,83.33,0,83,61.75,23.14,CLM
08-08-15,30.1,2,119.96,2,75,61.98,17.73,SSE
08-09-15,30.7,0,128.95,0,72,52.95,19.54,CLM
08-10-15,30.7,2,122.05,0,72,58.06,16.08,E  
08-11-15,30.6,2,158.03,0,73,51.34,11.38,S  
08-12-15,30.1,2,124.26,0,74,46.44,18.44,E  
08-13-15,29.5,2,66.81,1,79,51.54,28.91,E  
08-14-15,28.8,2,35.07,6,85,8.5,22.22,SE 
08-15-15,29.7,2.5,65.88,10,76,23.41,30.25,SE 
08-16-15,29.2,4,74.77,0,79,20.05,31,S  
08-17-15,29.4,4.3,126.83,23,79,52.01,24.66,S  
08-18-15,28.9,5.7,136.46,4,84,45,26.01,W  
08-19-15,28.7,2,108.46,7,85,46.8,21.42,S  
08-20-15,27.1,2.5,153.75,38,90,64.9,32.04,S  
08-21-15,27.4,1,149.92,88,89,65.94,38.6,S  
08-22-15,29.2,2,110.34,8,82,68.87,22.76,S  
08-23-15,28.9,2,124.02,0,82,33.88,14.82,S  
08-24-15,29.7,2,144.65,7,79,36.14,13.54,S  
08-25-15,30.1,2,113.9,0,77,38.38,19.41,S  
08-26-15,29.9,3,76.46,0,74,41.3,24.61,SE 
08-27-15,29.5,2.3,59.41,0,73,41.37,47.06,SSE
08-28-15,29,6.5,109.18,2,79,23.43,26.73,S  
08-29-15,29,2,196,7,81,43.5,50.08,S  
08-30-15,29.1,2,0,3,84,0,0,SW 
08-31-15,28,2,0,38,89,0,0,SW 
09-01-15,27,2,0,25,89,0,0,SE 
09-02-15,26.7,0,150.78,64,90,20.56,20.64,CLM
09-03-15,27.7,2.5,150.69,36,80,29.16,12.87,SE 
09-04-15,27.5,0,164.2,5,82,32.67,16.78,CLM
09-05-15,27.9,3,155.74,0,85,22.3,21.06,N  
09-06-15,29.3,3,167.74,5,81,24.97,19.62,SW 
09-07-15,28.9,2.3,131.53,5,77,0,18.17,SE 
09-08-15,30,0,154.72,10,79,25.81,20.04,CLM
09-09-15,30.5,0,147.43,0,79,25,24.81,CLM
09-10-15,29.9,0,172.84,2,81,31.24,18.18,CLM
09-11-15,29.3,0,157.89,4,81,24.98,19.81,CLM
09-12-15,30.6,0,126.36,9,70,26.29,24.4,CLM
09-13-15,29.5,2,132.54,0,83,19.13,20.06,E  
09-14-15,30.1,2,157.44,24,70,66.55,16.78,SE 
09-15-15,30,2.5,145.14,0,70,24.73,24.51,SE 
09-16-15,30.4,2.3,87.41,0,72,68.96,27,SE 
09-17-15,30.5,0,102.01,0,77,51.09,40.54,CLM
09-18-15,30.8,2,88.32,0,74,26.92,35.06,WNW
09-19-15,27.5,5,94.42,0,86,36.27,15.28,SE 
09-20-15,26.4,4,51.4,18,90,14.16,19.89,SE 
09-21-15,27.9,3.3,61.58,60,86,28.36,33.77,SE 
09-22-15,27.7,2,57.94,16,87,16.15,19.47,S  
09-23-15,26.9,2,88.45,17,90,15.97,29.4,S  
09-24-15,28.3,2,90.5,46,85,18.5,35.35,S  
09-25-15,29,2,130.86,0,72,0,35.52,SSW
09-26-15,29,0,130.97,0,67,38.22,39.8,CLM
09-27-15,29.1,0,188.65,0,66,0,45.11,CLM
09-28-15,29.7,2,181.15,0,68,0,56.11,W  
09-29-15,30.4,0,138.29,0,69,0,88.12,CLM
09-30-15,31.2,2,98.16,0,68,56.96,73.39,W  
10-01-15,31,3,149.18,0,68,0,66.76,W  
10-02-15,30.8,1.8,113.5,0,68,0,73.89,W  
10-03-15,28.9,0,111.76,0,79,0,57.41,CLM
10-04-15,30.1,3,128.86,2,70,0,53.96,NNW
10-05-15,29.5,3,158.9,0,77,42.46,46.49,E  
10-06-15,29.4,0,158.92,10,76,36.38,44.36,CLM
10-07-15,29,2,133.49,0,76,31.26,36.29,NW 
10-08-15,26.2,2,99.31,9,87,31.82,43.15,SE 
10-09-15,28.7,0,107.89,1,77,35.69,50.43,CLM
10-10-15,28.2,3,150.27,0,74,31.36,45.27,SE 
10-11-15,27.9,2,79.93,2,76,14.34,17.87,E  
10-12-15,25.9,4,115.74,0,82,13.3,18.34,E  
10-13-15,25.5,2,74.61,18,87,33.97,22.33,S  
10-14-15,26.4,2.7,125.32,9,77,55.59,28.11,SE 
10-15-15,26.5,1.5,78.84,0,80,80.59,49.47,S  
10-16-15,27.9,0,155.7,0,72,77.05,44.16,CLM
10-17-15,27.7,2,120.49,0,75,102.3,66.35,WNW
10-18-15,28.3,2,164.63,0,68,86.43,48.24,NNW
10-19-15,28.3,0,155.03,0,68,86.51,43.49,CLM
10-20-15,27.9,3,134.22,0,71,100.86,57.08,NNW
10-21-15,27.6,2,80.02,0,75,143.8,87.25,NE 
10-22-15,27.8,0,83.96,0,75,181.36,108.32,CLM
10-23-15,27.4,2,113.83,0,76,42.88,100.54,NNW
10-24-15,26.8,2,139.53,0,70,52.2,90.13,NE 
10-25-15,26.3,2,148.23,0,64,44.12,94.43,NW 
10-26-15,26.6,2,140.41,0,63,141.44,88.18,NW 
10-27-15,26,0,133.92,0,64,141.86,87.28,CLM
10-28-15,25.9,0,98.94,0,68,114.04,66.55,CLM
10-29-15,26.3,2,112.84,0,68,97.56,56.29,NNE
10-30-15,27.2,2,89.03,0,68,80.97,47.57,S  
10-31-15,25.8,2,25.69,0,73,57.94,68.25,S  
11-01-15,24.8,2,78.69,0,77,49.92,94.79,ENE
11-02-15,25.8,3,106.51,0,73,44.89,18.15,NE 
11-03-15,26.4,2,101.77,0,74,78.78,40.48,NE 
11-04-15,26.8,2,121.39,0,70,114.35,66.55,W  
11-05-15,26.1,2,88.1,0,75,102.36,62.43,NW 
11-06-15,26.3,0,121.42,0,70,157.97,97.74,CLM
11-07-15,25.2,0,119.28,0,72,149.38,92.61,CLM
11-08-15,25.2,3,133.21,0,61,139.48,82.05,N  
11-09-15,24.3,2,109.24,0,64,155.06,90.87,NNW
11-10-15,24.8,2,132.52,0,66,138.73,80.84,W  
11-11-15,24.8,2,122.6,0,66,159.56,95.33,W  
11-12-15,24.8,0,118.64,0,68,153.34,85.17,CLM
11-13-15,24.3,3,125.96,0,67,137.13,73.8,NNW
11-14-15,24.9,3,119.78,0,67,246.22,131.92,NNW
11-15-15,24.5,0,64.96,0,73,110.79,143.63,CLM
11-16-15,24.9,0,87.2,0,74,104.15,132.1,CLM
11-17-15,24.7,0,55.53,0,77,114.65,143.1,CLM
11-18-15,24.3,0,53.46,0,80,149.93,122.9,CLM
11-19-15,23.7,2,116.52,0,77,83.65,111.69,NE 
11-20-15,24.3,3,147.86,0,67,84.06,108.27,N  
11-21-15,24.4,2,149.22,0,63,162.35,134.28,N  
11-22-15,24.1,0,139.67,0,64,232.5,169.96,CLM
11-23-15,23.4,3,139.13,0,66,160.54,209.51,N  
11-24-15,23.3,2,125.24,0,64,181.03,86.33,W  
11-25-15,22.9,0,91.93,0,67,192.58,105.58,CLM
11-26-15,22.5,2,93.62,0,69,142.62,82.99,W  
11-27-15,22.2,0,78.15,0,71,202.9,119.13,CLM
11-28-15,22.9,0,105.37,0,73,199.14,138.19,CLM
11-29-15,23.3,0,6.7,0,69,170.42,121.14,CLM
11-30-15,24,2,84.53,0,66,138.92,186.59,N  
12-01-15,24.6,2,75.1,0,68,141.23,193.02,W  
12-02-15,24.1,0,14.34,0,73,175.35,115.92,CLM
12-03-15,24.4,2,71.1,0,72,165.57,120.74,W  
12-04-15,22.8,0,109.6,0,80,133.55,83.45,CLM
12-05-15,22.6,2.5,78.63,0,68,225.37,148.29,N  
12-06-15,23,2,41.78,0,70,281.88,185.36,N  
12-07-15,22.1,0,63.56,0,76,241.24,164.64,CLM
12-08-15,21.7,0,100.61,0,78,182.82,114.78,CLM
12-09-15,22,0,94.04,0,67,241.91,156.3,CLM
12-10-15,21.9,2,64.99,0,70,244.82,171.54,W  
12-11-15,22.2,2,70.66,0,80,196.26,156.09,NW 
12-12-15,23.8,2,77.26,0,79,202.67,156.67,WSW
12-13-15,23.1,2.5,57.42,0,75,262.22,146.39,NW 
12-14-15,20.8,2,81.42,0,77,250.76,186.1,NE 
12-15-15,19.6,2.5,101.75,0,63,218.82,155.71,N  
12-16-15,18.6,2,96.57,0,55,275.05,205.23,W  
12-17-15,18.2,0,91.68,0,61,289.16,225.2,CLM
12-18-15,17.5,2,100.59,0,75,267.45,200.37,W  
12-19-15,17.9,2,99.29,1,71,291.08,222.53,NE 
12-20-15,17.4,2,101.36,0,67,277.52,201.51,W  
12-21-15,17.5,2,117.26,0,67,220.25,153.45,N  
12-22-15,18.4,0,108.05,0,64,233.14,163.26,CLM
12-23-15,18.3,0,104.89,0,61,213.25,148.86,CLM
12-24-15,19.1,3,93.06,0,59,204.56,136.11,NE 
12-25-15,18.3,2.3,62.85,0,55,181.6,126.48,NE 
12-26-15,18.4,2.3,116.63,0,55,203.59,149.65,NW 
12-27-15,18.8,2,109.97,0,59,210.06,150.05,W  
12-28-15,18.7,2,99.37,0,64,230.6,164.65,WSW
12-29-15,19.1,0,86.85,0,69,276.35,204.08,CLM
12-30-15,19.2,0,80.85,0,74,344.4,242.94,CLM
12-31-15,19.7,0,90.48,0,73,250.58,178.52,CLM
01-01-16,19.8,2,90.91,0,73,330.32,244.79,N  
01-02-16,20.1,5,110.41,0,70,232.89,170.49,NNW
01-03-16,19.7,2,95.8,0,70,229.38,165.93,NNW
01-04-16,20.8,2,101.21,0,64,214.77,155.36,NNW
01-05-16,20.3,2,94.58,0,63,216.76,157.51,W  
01-06-16,20.1,2,91.96,0,64,229.26,166.99,W  
01-07-16,19.9,2,99.2,0,68,194.19,137.14,NNW
01-08-16,20.4,2,74.61,0,71,304.25,184.86,NW 
01-09-16,20.5,2,94.5,0,85,213.1,163.51,S  
01-10-16,19.3,2,82.66,0,78,301.99,235.18,N  
01-11-16,19.1,2,114.49,0,56,202.37,113.04,WNW
01-12-16,18.6,5,105.4,0,64,197.47,131.83,NNW
01-13-16,18.5,2,84.79,0,71,240.51,164.56,NW 
01-14-16,19,0,94.77,0,70,254.53,150.92,CLM
01-15-16,19.1,2,96.4,0,70,294.13,250.48,W  
01-16-16,19.7,2,102.78,0,66,316.34,175.62,NW 
01-17-16,19.5,2,118.77,0,59,196.84,168.15,NNW
01-18-16,19.8,2,109.7,0,61,176.01,162.64,NW 
01-19-16,20,2,81.62,0,70,209.41,167.32,NW 
01-20-16,18.3,2.3,61.96,0,78,206.22,122.16,N  
01-21-16,18.2,2.7,73.57,3,78,244.7,109.16,WNW
01-22-16,16.2,5.8,96.12,0,78,218.3,145.95,W  
01-23-16,16.1,5,88.1,0,74,223.11,146.8,NW 
01-24-16,16.1,2,130.61,0,68,257.68,164.02,NNW
01-25-16,16.1,2,150.37,0,62,204.98,155.11,W  
01-26-16,15.6,2,124.75,0,65,192.76,166.46,W  
01-27-16,18.4,0,110.27,0,58,188.39,177.47,CLM
01-28-16,19.2,2,96.45,0,64,168.81,171.94,E  
01-29-16,19.2,2,96.69,0,66,179.61,179.71,SW 
01-30-16,18.9,3,94.62,0,69,159.67,182.57,NW 
01-31-16,20.8,2,85.79,0,82,190.98,215.24,S  
02-01-16,21.3,2,113.1,0,76,201.33,111.51,NW 
02-02-16,21.4,3,115.63,0,74,213.29,132.3,WSW
02-03-16,22.1,2.5,103.7,0,60,210.1,161.26,W  
02-04-16,21.1,2.3,117.83,0,49,191.6,115.97,N  
02-05-16,19.9,5,134.59,0,54,292.29,143.09,NNW
02-06-16,19.9,2,131.2,0,56,211.66,174.54,W  
02-07-16,21.2,0,114.71,0,60,206.27,207.37,CLM
02-08-16,22.4,2,104.04,0,62,235.28,203.15,SW 
02-09-16,23.4,2,94.62,1,71,250.44,118.68,SW 
02-10-16,22,2,98.89,0,72,225.31,129.8,W  
02-11-16,23.1,2,107.83,0,74,225.42,128.78,WSW
02-12-16,23.9,2,90.12,4,77,248.16,84.33,W  
02-13-16,22.8,2,138.79,0,62,313.99,96.12,N  
02-14-16,23.7,0,87.41,0,66,269.28,138.96,CLM
02-15-16,24.9,2,107.39,0,71,192.98,171.89,W  
02-16-16,24.9,2,105.16,0,64,199.49,182.21,N  
02-17-16,24.7,2,115.32,0,60,262.82,165.5,NW 
02-18-16,26.2,2.3,132.32,0,53,248.36,173.73,W  
02-19-16,27.3,3,147.72,0,59,121.75,87.08,WSW
02-20-16,28,2.3,138.25,0,64,162.28,86.86,S  
02-21-16,28,2,126.42,0,66,184.68,69.46,W  
02-22-16,25.9,3,143.52,0,50,155.63,74.65,W  
02-23-16,26.2,2.3,118.83,0,63,159.34,87.45,WSW
02-24-16,23.5,4.3,63.52,0,78,160.38,82.64,S  
02-25-16,24.9,2,147.93,8,66,145.05,52.58,S  
02-26-16,26.2,2,134.95,0,57,131.36,73.41,NE 
02-27-16,25.9,2,128.66,0,60,102.14,102.4,W  
02-28-16,25.9,0,101.33,0,60,100.34,104,CLM
02-29-16,26.2,2,125.05,0,56,232.12,127.97,WNW
01-03-16,25.6,2,95.4,0,60,198.48,121.28,W  
02-03-16,25.8,2,118.41,0,59,161.61,76.97,SW 
03-03-16,27.4,3,126.87,0,57,151.23,83.37,WNW
04-03-16,27.3,2,152.67,0,63,115.72,55.92,S  
05-03-16,27.3,2,118.94,0,68,145.42,65.3,NNW
06-03-16,26.3,2,92.77,0,65,156.49,84.68,S  
07-03-16,26.1,5,156.5,17,62,190.97,100.56,SW 
08-03-16,27.3,2,136.12,0,53,174.66,79.29,W  
09-03-16,28.8,2,148.29,0,58,196.47,82.8,S  
10-03-16,29,2,131.58,0,60,219.68,69.66,S  
11-03-16,28.9,2.8,141.15,0,60,179.59,71.11,W  
12-03-16,29,2.5,117.4,0,55,270.99,94.59,W  
13-03-16,26.9,4,95,0,55,285.93,99.67,W  
14-03-16,26.2,2,110.28,0,50,214.03,99.83,W  
15-03-16,27.8,0,149.44,0,50,151.56,71.62,CLM
16-03-16,27.4,3,134.32,0,55,142.62,111.17,W  
17-03-16,26.7,2,173.67,2,41,157.19,117.16,E  
18-03-16,27.8,2,166.78,0,48,164.04,76.8,W  
19-03-16,26.2,2,77.12,19,71,141.45,55.23,S  
20-03-16,27.2,2.5,65.94,0,76,151.36,82.42,SE 
21-03-16,28.8,4,135.46,0,66,200.98,99.49,W  
22-03-16,29.4,2.8,168.03,0,55,186.07,101.81,S  
23-03-16,28.5,3,169.33,0,40,183.5,80.15,W  
24-03-16,27.7,3,140.72,0,49,173.63,64.78,NW 
25-03-16,28.4,5,155.04,0,50,154.31,68.41,NNW
26-03-16,29.7,3,134.42,0,52,112.86,61.91,SSW
27-03-16,28.9,2,126.66,0,67,92.35,47.82,E  
28-03-16,24.5,2,45.07,0,80,88.81,40.13,S  
29-03-16,25.9,3,106.67,1,71,75.43,31.24,S  
30-03-16,27,2,31.44,13,71,87.21,37.24,SW 
31-03-16,23.5,2,153.64,3,80,104.93,51.01,ENE
01-04-16,22.3,2,93.57,28,78,75.15,36.88,S  
02-04-16,25,0,57.97,0,84,97.86,37.91,CLM
03-04-16,27.4,2,80.49,2,84,65.02,31.22,SE 
04-04-16,28.9,5,100.69,9,82,78.09,37.66,SSW
05-04-16,28.6,3,51.22,16,83,68.05,53.3,S  
06-04-16,30.2,3.8,164.37,0,78,89.08,43.9,S  
07-04-16,30.2,2.8,186.09,0,76,74.89,44.67,SE 
08-04-16,30.6,3,184.08,0,74,78.27,43.92,SSE
09-04-16,30.4,2,69.46,0,75,74.43,46.91,S  
10-04-16,30.9,3,198.05,0,71,67.71,31.97,S  
11-04-16,31,2.5,184.59,0,76,79.4,40.67,S  
12-04-16,31.5,2.5,143.58,0,70,117.4,47.02,S  
13-04-16,31.3,2.8,159.82,0,66,157.89,46.49,S  
14-04-16,31.1,2.2,191.86,0,68,103.79,43.21,S  
15-04-16,30.9,2.5,136.33,0,72,101.42,37.98,SSE
16-04-16,30.9,2.3,127.97,0,71,123.29,33.9,S  
17-04-16,30.9,3.3,145.05,0,75,90.6,30.71,SE 
18-04-16,30.4,3,90.49,0,71,61.56,30.41,S  
19-04-16,31.3,3.4,80.88,0,69,63.69,25.79,S  
20-04-16,30.8,4.7,168.87,0,68,58.29,38.68,S  
21-04-16,30.9,4.4,109.33,0,70,70.22,31.88,S  
22-04-16,31.4,3.8,170.68,0,69,72.78,39.52,S  
23-04-16,31.7,4,172.8,0,68,66.49,39.23,S  
24-04-16,32.5,2.3,147.6,0,64,74.88,36.51,S  
25-04-16,31.9,2.8,213.69,0,68,108.68,38.37,S  
26-04-16,31.8,2.7,176.51,0,66,120.75,31.42,S  
27-04-16,31.4,2.5,162.51,0,71,95.91,29.33,S  
28-04-16,31.6,2.6,183.75,0,69,75.77,33.42,S  
29-04-16,32.1,2.3,182.97,0,69,72.2,44.29,S  
30-04-16,32.1,2.4,182.25,0,67,79.02,32.53,S  
01-05-16,29.5,3,173.36,0,68,79.09,36.54,S  
02-05-16,26.4,4.3,131.38,10,69,85.4,42.1,ENE
03-05-16,28.7,2.3,113.26,0,71,90.9,59.21,E  
04-05-16,28.5,4.7,168.26,0,64,86.66,37.85,ENE
05-05-16,28.7,2,161.95,0,67,88.94,71.45,SE 
06-05-16,28.3,3,135.62,0,66,86.07,59.75,SSE
07-05-16,26.3,5,83.42,0,78,57.05,58.62,S  
08-05-16,28.8,3,188.35,11,66,80.29,46.37,SW 
09-05-16,29.2,0,168.65,0,72,91.6,51.65,CLM
10-05-16,30.7,2,113.99,2,65,76.86,85.34,ENE
11-05-16,31.2,2,172.52,0,63,100.89,61.38,W  
12-05-16,28.4,4,159.82,0,72,100.92,62.69,E  
13-05-16,25.2,2.3,98.44,17,83,67.62,49.12,ENE
14-05-16,28.8,3.5,186.66,29,78,53.46,48.2,S  
15-05-16,30.5,2.5,73.88,2,74,65.37,34.65,SE 
16-05-16,31.3,3.7,6.71,0,71,70.18,14.32,S  
17-05-16,31.2,4.3,173.22,0,71,59.31,18.49,S  
18-05-16,28.7,2,136.34,0,77,77.05,29.62,E  
19-05-16,27.3,5.5,120.86,22,80,65.59,22.54,NE 
20-05-16,25.8,2,60.26,1,89,67.42,24.31,NE 
21-05-16,24.7,8,51.64,21,90,77.48,12.71,NE 
22-05-16,29,0,152.13,52,78,86.16,48.39,CLM
23-05-16,30.6,2.5,195.66,0,73,70.15,39.21,E  
24-05-16,27.8,0,134.05,0,83,74.2,40.52,CLM
25-05-16,27,2.5,185.79,5,81,73.7,46.72,N  
26-05-16,28.6,3.5,208.69,19,75,69.58,46.28,S  
27-05-16,28.7,2,161.13,3,75,73.27,50.45,WNW
28-05-16,26.6,2,81.79,4,85,68.62,46.71,ENE
29-05-16,28.5,0,148.74,14,78,56.92,60.3,CLM
30-05-16,30.1,3,6.64,0,68,75.22,71.23,S  
31-05-16,28.6,2,110.53,0,79,65.68,25.91,S  
01-06-16,29.5,2,122.66,3,75,51.49,57.25,W  
02-06-16,31.3,2,225.11,0,65,44.76,49.69,W  
03-06-16,31.5,3,167.3,0,68,56.83,32,S  
04-06-16,31.5,3,177.68,0,69,55.41,35.57,S  
05-06-16,30.1,2,112.91,0,73,64.55,37.04,S  
06-06-16,29.3,2.5,133.39,0,81,37.67,28.75,S  
07-06-16,27.3,2,162.95,46,87,41.1,28.22,ENE
08-06-16,29.7,2.5,115.91,20,76,50.38,42.52,S  
09-06-16,28.5,2,109.68,0,82,41.01,24.99,ENE
10-06-16,30.9,2.5,59.93,27,71,55.9,26.78,W  
11-06-16,27.2,0,33.44,0,84,38.41,35.65,CLM
12-06-16,26.5,2,69.28,75,86,37.86,33.98,E  
13-06-16,27.7,2,112.72,12,81,57.21,34.84,ENE
14-06-16,28.6,2,105.33,0,84,39.25,39.05,W  
15-06-16,29.6,0,84.34,3,81,36.65,40.78,CLM
16-06-16,30.5,3,161.78,12,74,38.04,30.64,SSE
17-06-16,29.9,2,158.13,0,76,47.71,25.29,S  
18-06-16,29.3,3.3,156.5,4,77,44.92,22.93,SE 
19-06-16,30.2,3.5,208.98,2,75,40.78,17.79,S  
20-06-16,30.7,2,221.86,0,71,0,12.93,S  
21-06-16,30.1,2,185.99,0,76,0,12.88,S  
22-06-16,29.9,2,127.47,2,77,34.89,14.3,S  
23-06-16,30,2,100.23,1,79,45.03,12.71,WSW
24-06-16,30.9,3,178.49,0,72,23.53,14.19,SE 
25-06-16,31.5,2,209.27,0,69,21.67,13.3,SW 
26-06-16,31,2,141.6,3,74,34.09,34.84,SW 
27-06-16,31.2,2,197.02,2,69,53.12,17.85,S  
28-06-16,31.4,2.5,142.13,0,69,61.48,19.83,SE 
29-06-16,31.3,2,131.61,0,72,45.9,24.51,S  
30-06-16,30.9,2,175.4,0,74,53.1,13.8,E  
01-07-16,30,2.5,123.89,2,78,39.3,24.8,S  
02-07-16,29,2.3,112.94,5,85,40.97,20.3,S  
03-07-16,28.1,3,71,36,90,57.95,20.36,SE 
04-07-16,28,2,89.09,58,88,76.71,10.91,S  
05-07-16,27,2,42.96,14,92,80.63,9.21,SSW
06-07-16,27.3,0,47.38,51,91,59.99,17.58,CLM
07-07-16,30.2,2.5,185.3,30,79,24.42,18.69,SSE
08-07-16,30.5,3,175.47,0,74,22.56,9.45,SSE
09-07-16,29.8,2.8,164.32,0,78,47.19,12.88,E  
10-07-16,29.4,2.6,120.01,0,78,70.16,17.22,SE 
11-07-16,30,2.2,167.32,1,75,56.33,16.57,SE 
12-07-16,29.9,3.3,154.74,10,77,63.76,12.77,SSE
13-07-16,29.6,2,116.42,0,84,68.56,19.07,S  
14-07-16,30.3,2,186.43,21,77,56.64,15.73,S  
15-07-16,29,2,108.74,0,83,44.16,18.63,S  
16-07-16,27,2.5,41.6,22,91,44.2,12.47,S  
17-07-16,28.4,2.8,121.03,9,84,42.97,16.42,S  
18-07-16,28,2,61.67,13,89,40.33,24.1,S  
19-07-16,28.1,2,56.3,8,88,36.66,20.94,S  
20-07-16,29.2,2.3,99.03,1,85,52.62,23.87,S  
21-07-16,28.9,2,81.28,1,83,30.63,13.82,SSW
22-07-16,27.5,2,85.37,3,87,27.41,10.67,S  
23-07-16,27.8,2.5,82.63,35,86,25.74,10.75,S  
24-07-16,28.7,2.3,150.15,11,81,24.55,9.5,S  
25-07-16,27.9,2.5,112.17,3,82,35.57,8.25,S  
26-07-16,27.8,3,118.58,16,80,44.05,12.16,S  
27-07-16,29.6,2.5,183.38,1,76,37.05,14.09,SW 
28-07-16,29.7,2,138.78,0,78,38.01,19.86,SW 
29-07-16,29,0,66.93,0,85,44.86,40.02,CLM
30-07-16,28.9,2,86.35,0,83,39.6,39.68,S  
31-07-16,29.7,0,199.59,54,76,34.66,22.73,CLM
01-08-16,29.5,2.7,75.07,1,79,49.33,31.34,E  
02-08-16,29.7,3,116.52,10,76,63.76,34.84,E  
03-08-16,30.7,2.3,149.14,4,70,60.66,25.75,SE 
04-08-16,31.1,3,172.02,0,68,54.99,21.86,E  
05-08-16,29.8,3.3,99.35,0,74,53.96,23.06,E  
06-08-16,29,2.5,116.77,1,77,50.8,19.87,SE 
07-08-16,29.2,2.7,142.27,0,79,56.16,18.67,SE 
08-08-16,29.5,2,133.07,0,77,47.94,19.95,E  
09-08-16,27.9,2.4,116.83,1,81,51.71,18.3,E  
10-08-16,26.9,4,93.46,5,90,53.18,21.55,E  
11-08-16,28.6,2,76.01,21,84,41.66,20.92,SE 
12-08-16,30.3,2,73.64,3,77,43.43,24.71,SE 
13-08-16,29.6,0,51.06,0,82,0,29.58,CLM
14-08-16,29.8,0,78.69,11,83,0,31.49,CLM
15-08-16,30.6,2,72.11,2,76,0,31.58,S  
16-08-16,29.5,2.3,104.7,1,79,66.18,32.47,E  
17-08-16,29.2,3.5,93.29,26,75,56.62,25.14,E  
18-08-16,29.8,2,122.14,0,77,54.16,22.81,SE 
19-08-16,30.7,2.5,132.1,12,73,62.81,31.51,SE 
20-08-16,30.6,2.5,112.73,0,78,70.29,36.64,S  
21-08-16,26.8,4.3,118.97,2,87,91.41,34.28,SE 
22-08-16,28.6,2.5,112.13,17,73,42.03,21.26,S  
23-08-16,29.4,0,121.33,0,76,43.98,17.51,CLM
24-08-16,31.1,2,93.58,0,74,43.65,20.94,WNW
25-08-16,31,0,73.21,0,76,23,25.27,CLM
26-08-16,29.7,1,140.6,33,81,0,47.06,SE 
27-08-16,30.8,2,112.33,0,75,0,22.17,SW 
28-08-16,28.3,2,173.05,11,86,0,39.21,E  
29-08-16,30.1,0,186.87,10,77,0,10.24,CLM
30-08-16,31.2,2,0,0,73,0,0,S  
31-08-16,30,2,130.27,0,77,0,7.66,S  
01-09-16,29.1,2,127.79,0,83,0,16.62,S  
02-09-16,29.7,2,150.69,2,83,0,12.87,S  
03-09-16,29.1,0,164.2,1,83,0,16.78,CLM
04-09-16,29.3,2,155.74,5,81,0,21.06,S  
05-09-16,28.3,3,167.74,11,85,0,19.62,S  
06-09-16,28.8,2.3,131.53,4,84,0,18.17,S  
07-09-16,29.2,2,154.72,5,80,0,20.04,S  
08-09-16,29.8,3,147.43,0,77,0,24.81,SSE
09-09-16,30.4,2.3,114.41,0,72,15,23.16,S  
10-09-16,30.2,2,92.48,0,75,0,32.77,S  
11-09-16,28.9,2,126.92,0,81,0,37.89,E  
12-09-16,28.4,0,108.2,3,87,0,26.42,CLM
13-09-16,26.7,0,134.95,26,94,93,26.44,CLM
14-09-16,28.6,2.3,123.64,12,83,0,35.42,E  
15-09-16,30,2,119.63,0,77,83.02,45.53,S  
16-09-16,30.2,0,89.79,0,76,35,39.06,CLM
17-09-16,29.6,2,132.76,0,79,0,30.95,S  
18-09-16,29.6,2,76.13,12,80,39,17.34,S  
19-09-16,27.9,0,63.49,0,89,0,26.94,CLM
20-09-16,27.7,2,97.93,2,88,0,33.45,E  
21-09-16,28.3,0,120.53,0,90,0,20.47,CLM
